template_id,pattern,pattern_nomal,sample_log,version,is_active,semantic_info,advise,created_at,updated_at,source
657,^Looping...\(tid:[-+]?(?:\d+.\d*|.\d+|\d+)\)$,^Looping...\(tid:NUMNUM\)$,Looping...(tid:NUMNUM),1,1,后台线程正在循环执行任务,,2025/12/6 16:44,2025/12/6 16:44,langchain
1920,"^longitudinal constraints member  max_speed: [-+]?(?:\d+.\d*|.\d+|\d+), max_speed_offset_for_lane_change: [-+]?(?:\d+.\d*|.\d+|\d+), lane_change_rear_car_min_dis: [-+]?(?:\d+.\d*|.\d+|\d+), lane_change_front_car_min_dis: [-+]?(?:\d+.\d*|.\d+|\d+), max_acc: [-+]?(?:\d+.\d*|.\d+|\d+), max_dec: [-+]?(?:\d+.\d*|.\d+|\d+), max_jerk: [-+]?(?:\d+.\d*|.\d+|\d+), min_jerk: [-+]?(?:\d+.\d*|.\d+|\d+), enable_traffic_light: [-+]?(?:\d+.\d*|.\d+|\d+)$","^longitudinal constraints member  max_speed: NUMNUM, max_speed_offset_for_lane_change: NUMNUM, lane_change_rear_car_min_dis: NUMNUM, lane_change_front_car_min_dis: NUMNUM, max_acc: NUMNUM, max_dec: NUMNUM, max_jerk: NUMNUM, min_jerk: NUMNUM, enable_traffic_light: NUMNUM$","longitudinal constraints member  max_speed: NUMNUM, max_speed_offset_for_lane_change: NUMNUM, lane_change_rear_car_min_dis: NUMNUM, lane_change_front_car_min_dis: NUMNUM, max_acc: NUMNUM, max_dec: NUMNUM, max_jerk: NUMNUM, min_jerk: NUMNUM, enable_traffic_light: NUMNUM",1,1,纵向约束参数详情，包括速度、距离、加减速和交通灯使能等,,2025/12/6 17:49,2025/12/6 17:49,langchain
660,"^Logtrigger: DrStrTorqUpdate [-+]?(?:\d+.\d*|.\d+|\d+) to [-+]?(?:\d+.\d*|.\d+|\d+) ,Torq:[-+]?(?:\d+.\d*|.\d+|\d+)!$","^Logtrigger: DrStrTorqUpdate NUMNUM to NUMNUM ,Torq:NUMNUM!$","Logtrigger: DrStrTorqUpdate NUMNUM to NUMNUM ,Torq:NUMNUM!",1,1,方向盘扭矩更新触发日志,,2025/12/6 16:44,2025/12/6 16:44,langchain
592,^LOG_RECORDER req_id : [-+]?(?:\d+.\d*|.\d+|\d+)$,^LOG_RECORDER req_id : NUMNUM$,LOG_RECORDER req_id : NUMNUM,1,1,日志记录器请求ID,,2025/12/6 16:40,2025/12/6 16:40,langchain
1908,"^locator map_type is : [-+]?(?:\d+.\d*|.\d+|\d+) , data status is : [-+]?(?:\d+.\d*|.\d+|\d+)$","^locator map_type is : NUMNUM , data status is : NUMNUM$","locator map_type is : NUMNUM , data status is : NUMNUM",1,1,定位器地图类型和数据状态信息,,2025/12/6 17:49,2025/12/6 17:49,langchain
656,^LocalMapper finished$,^LocalMapper finished$,LocalMapper finished,1,1,局部地图构建完成,,2025/12/6 16:44,2025/12/6 16:44,langchain
1921,"^localmap cur:[-+]?(?:\d+.\d*|.\d+|\d+) vins:[-+]?(?:\d+.\d*|.\d+|\d+) mot:[-+]?(?:\d+.\d*|.\d+|\d+) stix:[-+]?(?:\d+.\d*|.\d+|\d+) hal_sonar\[[-+]?(?:\d+.\d*|.\d+|\d+) [-+]?(?:\d+.\d*|.\d+|\d+) [-+]?(?:\d+.\d*|.\d+|\d+)\] bev_lane:[-+]?(?:\d+.\d*|.\d+|\d+) bev_occ:[-+]?(?:\d+.\d*|.\d+|\d+) fs:[-+]?(?:\d+.\d*|.\d+|\d+) tf_light:[-+]?(?:\d+.\d*|.\d+|\d+) det:[-+]?(?:\d+.\d*|.\d+|\d+) fv_lane:[-+]?(?:\d+.\d*|.\d+|\d+) nn_navi:[-+]?(?:\d+.\d*|.\d+|\d+) euc_light:[-+]?(?:\d+.\d*|.\d+|\d+) traffic_info:[-+]?(?:\d+.\d*|.\d+|\d+) fused_traffic_light:[-+]?(?:\d+.\d*|.\d+|\d+),fused_traffic_signs:[-+]?(?:\d+.\d*|.\d+|\d+) traffic_[-+]?(?:\d+.\d*|.\d+|\d+)d:[-+]?(?:\d+.\d*|.\d+|\d+) nn_pred:[-+]?(?:\d+.\d*|.\d+|\d+) nn_dec:[-+]?(?:\d+.\d*|.\d+|\d+) pnp_navi:[-+]?(?:\d+.\d*|.\d+|\d+) alam_csm:[-+]?(?:\d+.\d*|.\d+|\d+)$","^localmap cur:NUMNUM vins:NUMNUM mot:NUMNUM stix:NUMNUM hal_sonar\[NUMNUM NUMNUM NUMNUM\] bev_lane:NUMNUM bev_occ:NUMNUM fs:NUMNUM tf_light:NUMNUM det:NUMNUM fv_lane:NUMNUM nn_navi:NUMNUM euc_light:NUMNUM traffic_info:NUMNUM fused_traffic_light:NUMNUM,fused_traffic_signs:NUMNUM traffic_NUMNUMd:NUMNUM nn_pred:NUMNUM nn_dec:NUMNUM pnp_navi:NUMNUM alam_csm:NUMNUM$","localmap cur:NUMNUM vins:NUMNUM mot:NUMNUM stix:NUMNUM hal_sonar[NUMNUM NUMNUM NUMNUM] bev_lane:NUMNUM bev_occ:NUMNUM fs:NUMNUM tf_light:NUMNUM det:NUMNUM fv_lane:NUMNUM nn_navi:NUMNUM euc_light:NUMNUM traffic_info:NUMNUM fused_traffic_light:NUMNUM,fused_traffic_signs:NUMNUM traffic_NUMNUMd:NUMNUM nn_pred:NUMNUM nn_dec:NUMNUM pnp_navi:NUMNUM alam_csm:NUMNUM",1,1,本地地图多模块状态汇总，包含时间戳、传感器和多种算法模块状态,,2025/12/6 17:49,2025/12/6 17:49,langchain
1914,"^local_version [-+]?(?:\d+.\d*|.\d+|\d+)[-+]?(?:\d+.\d*|.\d+|\d+) is the same as remote, don't need to update$","^local_version NUMNUMNUMNUM is the same as remote, don't need to update$","local_version NUMNUMNUMNUM is the same as remote, don't need to update",1,1,本地版本与远程版本相同，无需更新,,2025/12/6 17:49,2025/12/6 17:49,langchain
1901,^local_map sensor_time:[-+]?(?:\d+.\d*|.\d+|\d+)$,^local_map sensor_time:NUMNUM$,local_map sensor_time:NUMNUM,1,1,本地地图传感器时间戳信息,,2025/12/6 17:49,2025/12/6 17:49,langchain
1913,^local_file_dir is /mnt/dji/partitions/data/alam_data/csm/[-+]?(?:\d+.\d*|.\d+|\d+)/[-+]?(?:\d+.\d*|.\d+|\d+)$,^local_file_dir is /mnt/dji/partitions/data/alam_data/csm/NUMNUM/NUMNUM$,local_file_dir is /mnt/dji/partitions/data/alam_data/csm/NUMNUM/NUMNUM,1,1,本地文件目录路径信息,,2025/12/6 17:49,2025/12/6 17:49,langchain
1905,^local version of [-+]?(?:\d+.\d*|.\d+|\d+) is [-+]?(?:\d+.\d*|.\d+|\d+)[-+]?(?:\d+.\d*|.\d+|\d+)$,^local version of NUMNUM is NUMNUMNUMNUM$,local version of NUMNUM is NUMNUMNUMNUM,1,1,本地版本信息，包含标识符和版本号,,2025/12/6 17:49,2025/12/6 17:49,langchain
1900,"^local node [A-Za-z]+, [-+]?(?:\d+.\d*|.\d+|\d+)$","^local node [A-Za-z]+, NUMNUM$","local node EgoBack, NUMNUM",1,1,本地节点状态信息，包含节点名称和ID,,2025/12/6 17:49,2025/12/6 17:49,langchain
1918,"^load tile is different, last tile number is [-+]?(?:\d+.\d*|.\d+|\d+), current til number is [-+]?(?:\d+.\d*|.\d+|\d+), last search direction is [ABCD], load direction is [ABCD]$","^load tile is different, last tile number is NUMNUM, current til number is NUMNUM, last search direction is [ABCD], load direction is [ABCD]$","load tile is different, last tile number is NUMNUM, current til number is NUMNUM, last search direction is A, load direction is D",1,1,瓦片加载状态变化，包含上次与当前瓦片编号及搜索/加载方向,,2025/12/6 17:49,2025/12/6 17:49,langchain
608,"^LLA point\(lon:[-+]?(?:\d+.\d*|.\d+|\d+), lat:[-+]?(?:\d+.\d*|.\d+|\d+)\)\. Map has been downloaded, skip$","^LLA point\(lon:NUMNUM, lat:NUMNUM\)\. Map has been downloaded, skip$","LLA point(lon:NUMNUM, lat:NUMNUM). Map has been downloaded, skip",1,1,指定经纬度点地图已下载，跳过下载,,2025/12/6 16:40,2025/12/6 16:40,langchain
1912,"^link_id: [-+]?(?:\d+.\d*|.\d+|\d+), merge_link_id: [-+]?(?:\d+.\d*|.\d+|\d+), merge_link_angles_size: [-+]?(?:\d+.\d*|.\d+|\d+)$","^link_id: NUMNUM, merge_link_id: NUMNUM, merge_link_angles_size: NUMNUM$","link_id: NUMNUM, merge_link_id: NUMNUM, merge_link_angles_size: NUMNUM",1,1,道路链接ID、合并链接ID及合并角度数量信息,,2025/12/6 17:49,2025/12/6 17:49,langchain
1903,^link\[[-+]?(?:\d+.\d*|.\d+|\d+)\]'s is_cross is [-+]?(?:\d+.\d*|.\d+|\d+)$,^link\[NUMNUM\]'s is_cross is NUMNUM$,link[NUMNUM]'s is_cross is NUMNUM,1,1,道路链接的交叉状态信息,,2025/12/6 17:49,2025/12/6 17:49,langchain
665,"^Link id:\([-+]?(?:\d+.\d*|.\d+|\d+)[-+]?(?:\d+.\d*|.\d+|\d+)\), name:.*? link type:普通, road class:高速公路, road type:主路\.$","^Link id:\(NUMNUMNUMNUM\), name:.*? link type:普通, road class:高速公路, road type:主路\.$","Link id:(NUMNUMNUMNUM), name:S3NUMNUM南光高速, link type:普通, road class:高速公路, road type:主路.",1,1,包含ID、名称和类型等详细的道路链接信息,,2025/12/6 16:44,2025/12/6 16:44,langchain
666,"^Link  [-+]?(?:\d+.\d*|.\d+|\d+)[-+]?(?:\d+.\d*|.\d+|\d+), 高速公路,   高速公路,   主路, 普通, 右前方,\s*[-+]?(?:\d+.\d*|.\d+|\d+)\[m\], S3[-+]?(?:\d+.\d*|.\d+|\d+)南光高速, Gps:[-+]?(?:\d+.\d*|.\d+|\d+), k:[-+]?(?:\d+.\d*|.\d+|\d+), s:\([-+]?(?:\d+.\d*|.\d+|\d+)~[-+]?(?:\d+.\d*|.\d+|\d+)\)\.$","^Link  NUMNUMNUMNUM, 高速公路,   高速公路,   主路, 普通, 右前方,\s*NUMNUM\[m\], S3NUMNUM南光高速, Gps:NUMNUM, k:NUMNUM, s:\(NUMNUM~NUMNUM\)\.$","Link  NUMNUMNUMNUM, 高速公路,    高速公路,   主路, 普通, 右前方, NUMNUM[m], S3NUMNUM南光高速, Gps:NUMNUM, k:NUMNUM, s:(NUMNUM~NUMNUM).",1,1,包含ID、道路等级、方向、距离、名称和GPS等信息的道路链接摘要,,2025/12/6 16:44,2025/12/6 16:44,langchain
645,"^Link  [-+]?(?:\d+.\d*|.\d+|\d+)[-+]?(?:\d+.\d*|.\d+|\d+) , .*, .*,   主路, 普通, .*?,  ?[-+]?(?:\d+.\d*|.\d+|\d+)\[m\], .*, Gps:[-+]?(?:\d+.\d*|.\d+|\d+), k:[-+]?(?:\d+.\d*|.\d+|\d+), s:\([-+]?(?:\d+.\d*|.\d+|\d+)~[-+]?(?:\d+.\d*|.\d+|\d+)\).$","^Link  NUMNUMNUMNUM , .*, .*,   主路, 普通, .*?,  ?NUMNUM\[m\], .*, Gps:NUMNUM, k:NUMNUM, s:\(NUMNUM~NUMNUM\).$","Link  NUMNUMNUMNUM , 主要道路,    主要道路,   主路, 普通,   左转,  NUMNUM[m], 同发路, Gps:NUMNUM, k:NUMNUM, s:(NUMNUM~NUMNUM).",1,1,导航路段链接信息，包含道路属性和距离,,2025/12/6 16:42,2025/12/6 16:42,langchain
654,"^Link [-+]?(?:\d+.\d*|.\d+|\d+)[-+]?(?:\d+.\d*|.\d+|\d+).*Gps:[-+]?(?:\d+.\d*|.\d+|\d+), k:[-+]?(?:\d+.\d*|.\d+|\d+), s:\([-+]?(?:\d+.\d*|.\d+|\d+)~[-+]?(?:\d+.\d*|.\d+|\d+)\).$","^Link NUMNUMNUMNUM.*Gps:NUMNUM, k:NUMNUM, s:\(NUMNUM~NUMNUM\).$","Link  NUMNUMNUMNUM , 次要道路,    次要道路,   主路, 普通, 右前方,   NUMNUM[m], , Gps:NUMNUM, k:NUMNUM, s:(NUMNUM~NUMNUM).",1,1,导航路段的详细链接信息（包含道路类型、方向、距离、GPS坐标等）,,2025/12/6 16:42,2025/12/6 16:42,langchain
1916,"^light: [-+]?(?:\d+.\d*|.\d+|\d+), ego_vehicle_in_itsc: [-+]?(?:\d+.\d*|.\d+|\d+), ego_vehicle_stop: [-+]?(?:\d+.\d*|.\d+|\d+);; traj_len: [-+]?(?:\d+.\d*|.\d+|\d+), dist: [-+]?(?:\d+.\d*|.\d+|\d+)$","^light: NUMNUM, ego_vehicle_in_itsc: NUMNUM, ego_vehicle_stop: NUMNUM;; traj_len: NUMNUM, dist: NUMNUM$","light: NUMNUM, ego_vehicle_in_itsc: NUMNUM, ego_vehicle_stop: NUMNUM;; traj_len: NUMNUM, dist: NUMNUM",1,1,交通灯、自车状态及轨迹长度和距离信息,,2025/12/6 17:49,2025/12/6 17:49,langchain
1910,"^lib::infer_image_[-+]?(?:\d+.\d*|.\d+|\d+)d_objects_pinhole, on_road_pred=[-+]?(?:\d+.\d*|.\d+|\d+)\.$","^lib::infer_image_NUMNUMd_objects_pinhole, on_road_pred=NUMNUM\.$","lib::infer_image_NUMNUMd_objects_pinhole, on_road_pred=NUMNUM.",1,1,基于针孔相机的图像推理结果，包含路面预测信息,,2025/12/6 17:49,2025/12/6 17:49,langchain
1902,^level_[-+]?(?:\d+.\d*|.\d+|\d+)_number is [-+]?(?:\d+.\d*|.\d+|\d+)$,^level_NUMNUM_number is NUMNUM$,level_NUMNUM_number is NUMNUM,1,1,某个层级的编号信息,,2025/12/6 17:49,2025/12/6 17:49,langchain
1917,"^left_uncrossable_s: [-+]?(?:\d+.\d*|.\d+|\d+), right_uncrossable_s: (inf|[-+]?(?:\d+.\d*|.\d+|\d+)), is_left_boundary_crossable: [-+]?(?:\d+.\d*|.\d+|\d+), is_right_boundary_crossable: [-+]?(?:\d+.\d*|.\d+|\d+)$","^left_uncrossable_s: NUMNUM, right_uncrossable_s: (inf|NUMNUM), is_left_boundary_crossable: NUMNUM, is_right_boundary_crossable: NUMNUM$","left_uncrossable_s: NUMNUM, right_uncrossable_s: inf, is_left_boundary_crossable: NUMNUM, is_right_boundary_crossable: NUMNUM",1,1,左右边界不可穿越距离及可穿越性状态信息,,2025/12/6 17:49,2025/12/6 17:49,langchain
1906,^(left|right)_ket_mot\[([-+]?(?:\d+.\d*|.\d+|\d+)|null)\] (left|right)_key_mot\[([-+]?(?:\d+.\d*|.\d+|\d+)|null)\]$,^(left|right)_ket_mot\[(NUMNUM|null)\] (left|right)_key_mot\[(NUMNUM|null)\]$,left_ket_mot[NUMNUM] right_key_mot[NUMNUM],1,1,左右关键运动目标（MOT）ID信息,,2025/12/6 17:49,2025/12/6 17:49,langchain
1907,"^(left|right) suppression: [-+]?(?:\d+.\d*|.\d+|\d+)(, (left|right) suppression: [-+]?(?:\d+.\d*|.\d+|\d+))?$","^(left|right) suppression: NUMNUM(, (left|right) suppression: NUMNUM)?$","left suppression: NUMNUM, right suppression: NUMNUM",1,1,左右两侧抑制状态或值信息,,2025/12/6 17:49,2025/12/6 17:49,langchain
1904,"^(left|right) gap: [-+]?(?:\d+.\d*|.\d+|\d+)(, (left|right) gap: [-+]?(?:\d+.\d*|.\d+|\d+))?$","^(left|right) gap: NUMNUM(, (left|right) gap: NUMNUM)?$","left gap: NUMNUM, right gap: NUMNUM",1,1,左右两侧间隙距离信息,,2025/12/6 17:49,2025/12/6 17:49,langchain
1919,"^left candidate size is [-+]?(?:\d+.\d*|.\d+|\d+), optimal:kNormal-[-+]?(?:\d+.\d*|.\d+|\d+),right candidate size is [-+]?(?:\d+.\d*|.\d+|\d+),right optimal id is kNormal-[-+]?(?:\d+.\d*|.\d+|\d+), corridor_cost\([-+]?(?:\d+.\d*|.\d+|\d+), [-+]?(?:\d+.\d*|.\d+|\d+)\)$","^left candidate size is NUMNUM, optimal:kNormal-NUMNUM,right candidate size is NUMNUM,right optimal id is kNormal-NUMNUM, corridor_cost\(NUMNUM, NUMNUM\)$","left candidate size is NUMNUM, optimal:kNormal-NUMNUM,right candidate size is NUMNUM,right optimal id is kNormal-NUMNUM, corridor_cost(NUMNUM, NUMNUM)",1,1,左右候选路径及最优选择与走廊代价信息,,2025/12/6 17:49,2025/12/6 17:49,langchain
1915,"^left \[[-+]?(?:\d+.\d*|.\d+|\d+), [-+]?(?:\d+.\d*|.\d+|\d+)\] center [-+]?(?:\d+.\d*|.\d+|\d+) right \[[-+]?(?:\d+.\d*|.\d+|\d+), [-+]?(?:\d+.\d*|.\d+|\d+)\] fusion [-+]?(?:\d+.\d*|.\d+|\d+)$","^left \[NUMNUM, NUMNUM\] center NUMNUM right \[NUMNUM, NUMNUM\] fusion NUMNUM$","left [NUMNUM, NUMNUM] center NUMNUM right [NUMNUM, NUMNUM] fusion NUMNUM",1,1,左右及中心点位的融合数据信息,,2025/12/6 17:49,2025/12/6 17:49,langchain
610,^LCM t=[-+]?(?:\d+.\d*|.\d+|\d+) window=\([-+]?(?:\d+.\d*|.\d+|\d+) [-+]?(?:\d+.\d*|.\d+|\d+)\) \([-+]?(?:\d+.\d*|.\d+|\d+) [-+]?(?:\d+.\d*|.\d+|\d+)\) jump_t=[-+]?(?:\d+.\d*|.\d+|\d+) jump_d=[-+]?(?:\d+.\d*|.\d+|\d+) hmi=[-+]?(?:\d+.\d*|.\d+|\d+)$,^LCM t=NUMNUM window=\(NUMNUM NUMNUM\) \(NUMNUM NUMNUM\) jump_t=NUMNUM jump_d=NUMNUM hmi=NUMNUM$,LCM t=NUMNUM window=(NUMNUM NUMNUM) (NUMNUM NUMNUM) jump_t=NUMNUM jump_d=NUMNUM hmi=NUMNUM,1,1,变道控制模块状态参数,,2025/12/6 16:40,2025/12/6 16:40,langchain
1911,"^lca_debug_info: [-+]?(?:\d+.\d*|.\d+|\d+) lca area trigger but inactive, value:[-+]?(?:\d+.\d*|.\d+|\d+)$","^lca_debug_info: NUMNUM lca area trigger but inactive, value:NUMNUM$","lca_debug_info: NUMNUM lca area trigger but inactive, value:NUMNUM",1,1,LCA（车道保持辅助）调试信息，显示区域触发但未激活,,2025/12/6 17:49,2025/12/6 17:49,langchain
1909,"^lc_signal: \[[-+]?(?:\d+.\d*|.\d+|\d+), [-+]?(?:\d+.\d*|.\d+|\d+)\], rising_time: \[[-+]?(?:\d+.\d*|.\d+|\d+), [-+]?(?:\d+.\d*|.\d+|\d+)\]$","^lc_signal: \[NUMNUM, NUMNUM\], rising_time: \[NUMNUM, NUMNUM\]$","lc_signal: [NUMNUM, NUMNUM], rising_time: [NUMNUM, NUMNUM]",1,1,变道信号及其上升时间信息,,2025/12/6 17:49,2025/12/6 17:49,langchain
1842,^lc_corridor_in_mod_format:?,^lc_corridor_in_mod_format:?,lc_corridor_in_mod_format:,1,1,模块化格式的换道走廊信息,,2025/12/6 17:46,2025/12/6 17:46,langchain
1839,^lc_corridor:?,^lc_corridor:?,lc_corridor:,1,1,换道走廊信息日志,,2025/12/6 17:46,2025/12/6 17:46,langchain
644,"^Lc:[-+]?(?:\d+.\d*|.\d+|\d+)\(Hmi:[-+]?(?:\d+.\d*|.\d+|\d+), Sig:[-+]?(?:\d+.\d*|.\d+|\d+)\), Curr:[-+]?(?:\d+.\d*|.\d+|\d+), Target:[-+]?(?:\d+.\d*|.\d+|\d+), Exist:[-+]?(?:\d+.\d*|.\d+|\d+), Valid:[-+]?(?:\d+.\d*|.\d+|\d+), Size:[-+]?(?:\d+.\d*|.\d+|\d+)$","^Lc:NUMNUM\(Hmi:NUMNUM, Sig:NUMNUM\), Curr:NUMNUM, Target:NUMNUM, Exist:NUMNUM, Valid:NUMNUM, Size:NUMNUM$","Lc:NUMNUM(Hmi:NUMNUM, Sig:NUMNUM), Curr:NUMNUM, Target:NUMNUM, Exist:NUMNUM, Valid:NUMNUM, Size:NUMNUM",1,1,变道状态及相关参数信息,,2025/12/6 16:42,2025/12/6 16:42,langchain
605,"^LC -- not right lc, hold/cancel count remains max: [-+]?(?:\d+.\d*|.\d+|\d+)$","^LC -- not right lc, hold/cancel count remains max: NUMNUM$","LC -- not right lc, hold/cancel count remains max: NUMNUM",1,1,右变道被保持或取消，计数已达上限,检查右变道条件及安全策略是否过于严格,2025/12/6 16:40,2025/12/6 16:40,langchain
604,"^LC -- not left lc, hold/cancel count remains max: [-+]?(?:\d+.\d*|.\d+|\d+)$","^LC -- not left lc, hold/cancel count remains max: NUMNUM$","LC -- not left lc, hold/cancel count remains max: NUMNUM",1,1,左变道被保持或取消，计数已达上限,检查左变道条件及安全策略是否过于严格,2025/12/6 16:40,2025/12/6 16:40,langchain
1860,"^latest_route_info connection_type: [-+]?(?:\d+.\d*|.\d+|\d+), direction turn: [-+]?(?:\d+.\d*|.\d+|\d+), sys route direction: [-+]?(?:\d+.\d*|.\d+|\d+), remain distance: [-+]?(?:\d+.\d*|.\d+|\d+)$","^latest_route_info connection_type: NUMNUM, direction turn: NUMNUM, sys route direction: NUMNUM, remain distance: NUMNUM$","latest_route_info connection_type: NUMNUM, direction turn: NUMNUM, sys route direction: NUMNUM, remain distance: NUMNUM",1,1,最新路线信息，包括连接类型、转向、系统方向和剩余距离,,2025/12/6 17:46,2025/12/6 17:46,langchain
1856,"^latest: [-+]?(?:\d+.\d*|.\d+|\d+), from: [-+]?(?:\d+.\d*|.\d+|\d+) to [-+]?(?:\d+.\d*|.\d+|\d+), s: [-+]?(?:\d+.\d*|.\d+|\d+), size: [-+]?(?:\d+.\d*|.\d+|\d+),occ_size: [-+]?(?:\d+.\d*|.\d+|\d+)\(ignore:[-+]?(?:\d+.\d*|.\d+|\d+)\)$","^latest: NUMNUM, from: NUMNUM to NUMNUM, s: NUMNUM, size: NUMNUM,occ_size: NUMNUM\(ignore:NUMNUM\)$","latest: NUMNUM, from: NUMNUM to NUMNUM, s: NUMNUM, size: NUMNUM,occ_size: NUMNUM(ignore:NUMNUM)",1,1,最新路径段信息，包括起止点、弧长、大小及占用情况,,2025/12/6 17:46,2025/12/6 17:46,langchain
1855,"^lateral_goal  desired_lane_selection_direction: [-+]?(?:\d+.\d*|.\d+|\d+), desired_lane_change_time: [-+]?(?:\d+.\d*|.\d+|\d+)$","^lateral_goal  desired_lane_selection_direction: NUMNUM, desired_lane_change_time: NUMNUM$","lateral_goal  desired_lane_selection_direction: NUMNUM, desired_lane_change_time: NUMNUM",1,1,横向控制目标：期望选道方向与换道时间,,2025/12/6 17:46,2025/12/6 17:46,langchain
1867,"^lateral_constraint  max_speed: [-+]?(?:\d+.\d*|.\d+|\d+), max_acc: [-+]?(?:\d+.\d*|.\d+|\d+), max_jerk: [-+]?(?:\d+.\d*|.\d+|\d+), min_jerk: [-+]?(?:\d+.\d*|.\d+|\d+), bypass_offset_to_lane_marker: [-+]?(?:\d+.\d*|.\d+|\d+), by_drive_to_fast_lane: [-+]?(?:\d+.\d*|.\d+|\d+), by_avoiding_complex_scenario_road: [-+]?(?:\d+.\d*|.\d+|\d+), by_avoiding_static_obstacle: [-+]?(?:\d+.\d*|.\d+|\d+), by_merge: [-+]?(?:\d+.\d*|.\d+|\d+), by_navigation: [-+]?(?:\d+.\d*|.\d+|\d+), by_overtake: [-+]?(?:\d+.\d*|.\d+|\d+), by_persuit_memory_route_path: [-+]?(?:\d+.\d*|.\d+|\d+)$","^lateral_constraint  max_speed: NUMNUM, max_acc: NUMNUM, max_jerk: NUMNUM, min_jerk: NUMNUM, bypass_offset_to_lane_marker: NUMNUM, by_drive_to_fast_lane: NUMNUM, by_avoiding_complex_scenario_road: NUMNUM, by_avoiding_static_obstacle: NUMNUM, by_merge: NUMNUM, by_navigation: NUMNUM, by_overtake: NUMNUM, by_persuit_memory_route_path: NUMNUM$","lateral_constraint  max_speed: NUMNUM, max_acc: NUMNUM, max_jerk: NUMNUM, min_jerk: NUMNUM, bypass_offset_to_lane_marker: NUMNUM, by_drive_to_fast_lane: NUMNUM, by_avoiding_complex_scenario_road: NUMNUM, by_avoiding_static_obstacle: NUMNUM, by_merge: NUMNUM, by_navigation: NUMNUM, by_overtake: NUMNUM, by_persuit_memory_route_path: NUMNUM",1,1,横向约束参数及行为触发原因汇总,,2025/12/6 17:46,2025/12/6 17:46,langchain
1844,^lat:[-+]?(?:\d+.\d*|.\d+|\d+) lon:[-+]?(?:\d+.\d*|.\d+|\d+) lon_v:[-+]?(?:\d+.\d*|.\d+|\d+)$,^lat:NUMNUM lon:NUMNUM lon_v:NUMNUM$,lat:NUMNUM lon:NUMNUM lon_v:NUMNUM,1,1,车辆经纬度及纵向速度信息,,2025/12/6 17:46,2025/12/6 17:46,langchain
1858,"^last_enable_avp_pnp: [-+]?(?:\d+.\d*|.\d+|\d+), current_enable_avp_pnp: [-+]?(?:\d+.\d*|.\d+|\d+), trigger_avp_mode: [-+]?(?:\d+.\d*|.\d+|\d+), trigger_driving_mode: [-+]?(?:\d+.\d*|.\d+|\d+)$","^last_enable_avp_pnp: NUMNUM, current_enable_avp_pnp: NUMNUM, trigger_avp_mode: NUMNUM, trigger_driving_mode: NUMNUM$","last_enable_avp_pnp: NUMNUM, current_enable_avp_pnp: NUMNUM, trigger_avp_mode: NUMNUM, trigger_driving_mode: NUMNUM",1,1,AVP（自动泊车）PnP模块及驾驶模式的使能与触发状态,,2025/12/6 17:46,2025/12/6 17:46,langchain
1852,"^last traj s: [-+]?(?:\d+.\d*|.\d+|\d+), last traj last vel: [-+]?(?:\d+.\d*|.\d+|\d+), kFrontT: [-+]?(?:\d+.\d*|.\d+|\d+)$","^last traj s: NUMNUM, last traj last vel: NUMNUM, kFrontT: NUMNUM$","last traj s: NUMNUM, last traj last vel: NUMNUM, kFrontT: NUMNUM",1,1,上一条轨迹的弧长、末端速度及前端时间常量,,2025/12/6 17:46,2025/12/6 17:46,langchain
641,"^Last result ego_tf_cam4 ypr\([-+]?(?:\d+.\d*|.\d+|\d+), [-+]?(?:\d+.\d*|.\d+|\d+), [-+]?(?:\d+.\d*|.\d+|\d+)\)\(tid:[-+]?(?:\d+.\d*|.\d+|\d+)\)$","^Last result ego_tf_cam4 ypr\(NUMNUM, NUMNUM, NUMNUM\)\(tid:NUMNUM\)$","Last result ego_tf_cam4 ypr(NUMNUM, NUMNUM, NUMNUM)(tid:NUMNUM)",1,1,自车坐标系到相机4坐标系的转换结果,,2025/12/6 16:42,2025/12/6 16:42,langchain
1846,^last point the same and has requested success!$,^last point the same and has requested success!$,last point the same and has requested success!,1,1,路径终点相同且请求成功,,2025/12/6 17:46,2025/12/6 17:46,langchain
1851,"^last best cost: [-+]?(?:\d+.\d*|.\d+|\d+)e\+[-+]?(?:\d+.\d*|.\d+|\d+), Slot best: [-+]?(?:\d+.\d*|.\d+|\d+), size: [-+]?(?:\d+.\d*|.\d+|\d+)$","^last best cost: NUMNUMe\+NUMNUM, Slot best: NUMNUM, size: NUMNUM$","last best cost: NUMNUMe+NUMNUM, Slot best: NUMNUM, size: NUMNUM",1,1,上一次最优路径的代价、槽位及大小信息,,2025/12/6 17:46,2025/12/6 17:46,langchain
639,^LaneLocThread GetDataGroup size [-+]?(?:\d+.\d*|.\d+|\d+)$,^LaneLocThread GetDataGroup size NUMNUM$,LaneLocThread GetDataGroup size NUMNUM,1,1,车道定位线程获取数据组的大小信息,,2025/12/6 16:42,2025/12/6 16:42,langchain
